control,control_index,method,model_pairs,mean_pair_spearman,median_pair_spearman,minimum_pair_spearman,maximum_pair_spearman
permuted_map,80,integrated_gradients,435,0.7486812058882837,0.7376929824561402,0.648359649122807,0.9617719298245612
permuted_map,80,gradient_shap,435,0.8282229885057469,0.8221666666666664,0.7334999999999998,0.9694999999999997
permuted_map,81,integrated_gradients,435,0.7588107279693485,0.7501666666666665,0.6641666666666665,0.9663333333333333
permuted_map,81,gradient_shap,435,0.8339773946360151,0.8333333333333331,0.7111666666666665,0.9703333333333333
permuted_map,82,integrated_gradients,435,0.7451103649929419,0.7383508771929824,0.6286052631578946,0.9688333333333332
permuted_map,82,gradient_shap,435,0.8116812260536397,0.8096666666666665,0.7113333333333332,0.973
permuted_map,83,integrated_gradients,435,0.675566565839887,0.6634298245614033,0.5432719298245613,0.9555877192982454
permuted_map,83,gradient_shap,435,0.7583846743295016,0.7514999999999998,0.6413333333333332,0.9618333333333332
permuted_map,84,integrated_gradients,435,0.7140448275862067,0.7056666666666666,0.5591666666666666,0.9663333333333333
permuted_map,84,gradient_shap,435,0.816143295019157,0.8158333333333332,0.6636666666666665,0.9661666666666664
permuted_map,85,integrated_gradients,435,0.7322501310748134,0.7274649122807016,0.5826315789473683,0.968
permuted_map,85,gradient_shap,435,0.8063176245210727,0.8044999999999999,0.6988333333333333,0.9669999999999997
permuted_map,86,integrated_gradients,435,0.68081877394636,0.6703333333333332,0.5538333333333333,0.9538333333333333
permuted_map,86,gradient_shap,435,0.7848762452107279,0.7824999999999999,0.6549999999999998,0.9643333333333332
permuted_map,87,integrated_gradients,435,0.6881177656785641,0.6727982456140349,0.5725877192982456,0.9534473684210525
permuted_map,87,gradient_shap,435,0.8077808429118772,0.8048333333333331,0.6869999999999998,0.963
permuted_map,88,integrated_gradients,435,0.6929624521072795,0.6806666666666665,0.5356666666666665,0.9634999999999998
permuted_map,88,gradient_shap,435,0.7783088122605362,0.7794999999999999,0.6138333333333332,0.9676666666666666
permuted_map,89,integrated_gradients,435,0.6683049808429118,0.6598333333333332,0.5093333333333332,0.953
permuted_map,89,gradient_shap,435,0.7627318007662834,0.7608333333333331,0.6291666666666664,0.9558333333333333
permuted_map,90,integrated_gradients,435,0.7019045977011492,0.6898333333333331,0.5596666666666666,0.9609999999999999
permuted_map,90,gradient_shap,435,0.8084394636015324,0.8074999999999998,0.6804999999999999,0.9661666666666665
